vertices       numS31         midedges       numS22         numfaceS21     numedge        
true (4)       2 (4)          true (6)       1 (6)          1 (12)         1 (12)         
numS211        numS1111       facecentroid   numfaceS111    centroid       
1 (12)         0 (24)         true (4)       1 (24)         true (1)       

[0.0]                                             0.00017788261247842277                            
[0.26967567337250364]                             0.022946869343355818                              
[0.9186565269236643]                              0.05842047515941764                               
[0.5]                                             0.0025968334566281045                             
[0.7878184728172669]                              0.012039117612706244                              
[0.16099183834007277]                             0.00471464641426865                               
[0.800367892880542]                               0.0014485783932065817                             
[0.19236824251877926, 1.0726528991802897]         0.041098991084533104                              
[0.3333333333333333]                              0.051901126953532224                              
[1.0726528991802897, 0.6058255660767288]          0.01215056364118055                               
[0.25]                                            0.051901126953532224                              


=======================================================================================
   Facet quadrature data (degree 8 quadrature on a triangle with 22 nodes)
=======================================================================================
vertices  midedges  numS21    numedge   numS111   centroid  
true      true      1         1         1         true      

[0.0]                                             0.006036623735435305                              
[0.5]                                             0.040748592504715506                              
[0.16099183834007516]                             0.09377442432581949                               
[0.800367892880542]                               0.02798160585550063                               
[0.6058255660767269, 0.21518364356973504]         0.19106553442197458                               
[0.3333333333333333]                              0.2640382366372378                                
