centroid  numS21    numS111   
false     6         15        

S21 
[0.008974758099813795]                            0.0010561390524919687                             
[0.0458914667254231]                              0.005217926728182234                              
[0.10532664614522103]                             0.010733876719261164                              
[0.1766994896014924]                              0.014584238764352312                              
[0.2466472695717005]                              0.015297262477611663                              
[0.3078563788792638]                              0.0125487096712695                                

S111 
[0.9443409920717358, 0.008839897501745691]        0.0023695357090598675                             
[0.8786935897320431, 0.008406296195809031]        0.003403442364793812                              
[0.7885147812936281, 0.008007045862415326]        0.0041349530994844565                             
[0.6797428555224632, 0.00724358730704524]         0.004319698388190258                              
[0.5592760263228762, 0.006327002471276472]        0.004031458779311791                              
[0.8462261371755694, 0.04379632015727104]         0.007462953755612553                              
[0.7612530370963178, 0.04149553969512439]         0.008934118850364084                              
[0.6589756362566835, 0.03775265276461093]         0.009475749368104823                              
[0.5444305951516637, 0.033179335983011385]        0.009061953117417023                              
[0.7118897243578826, 0.09895202241863633]         0.01258557145513372                               
[0.619443643406398, 0.09041062117460201]          0.013189357992365942                              
[0.516491588865789, 0.08049335256554677]          0.01285584312101916                               
[0.5677968424127491, 0.16156187518722812]         0.015142004845103254                              
[0.4784046389306942, 0.14586705181732867]         0.014955679171596617                              
[0.43332435930452906, 0.22443870773082106]        0.015025269942524868                              
