centroid  numS21    numS111   
false     7         21        

S21 
[0.006673450459967537]                            0.000584528714880042                              
[0.03469553305063502]                             0.0030190897015161555                             
[0.08075113308010955]                             0.006401363193768754                              
[0.13940970525582805]                             0.009719811741848295                              
[0.20186903338244067]                             0.011416582586957193                              
[0.2609861678063697]                              0.01110804254236107                               
[0.3115909473945729]                              0.009164683970028589                              

S111 
[0.9584575397913384, 0.006651281397570928]        0.0013342404035395362                             
[0.9090524601566164, 0.0064271500329822415]       0.0019654468115896185                             
[0.8403461709323329, 0.006099244929834588]        0.002430146997659091                              
[0.7551864838279886, 0.005801421115376842]        0.0027426857602326554                             
[0.6576397182777481, 0.005272300529049985]        0.0027761434964523168                             
[0.5520194751846681, 0.004753568165782791]        0.002636426222534591                              
[0.8827246772738572, 0.03348150408374672]         0.004411325648229903                              
[0.8164249972719189, 0.031831019679140725]        0.005441478857130652                              
[0.7343759767712793, 0.030155743453433054]        0.0060619844684773935                             
[0.6410742253855573, 0.027554301283998838]        0.006174743498298591                              
[0.5401637601820889, 0.02480337948824958]         0.005826351189903386                              
[0.7770663893690818, 0.07699471912163333]         0.007890745588062567                              
[0.7013295199232376, 0.07254654674334093]         0.008687798336470562                              
[0.6147950847488501, 0.06681488627145095]         0.008987367429113803                              
[0.5206138625644406, 0.06005044699117258]         0.008565489303615208                              
[0.653297521095807, 0.13054006380521985]          0.010521250385728329                              
[0.5757763912818383, 0.12082651727090045]         0.010696917020386375                              
[0.492225660355513, 0.10917320415186062]          0.010358724173274386                              
[0.529773875613086, 0.18667419130216426]          0.01143357078516374                               
[0.4572285271787299, 0.17020072648484977]         0.011163009428976205                              
[0.4179410584602287, 0.23963685781294575]         0.010853769636147727                              
