centroid  numS21    numS111   
false     5         10        

S21 
[0.012696038791364998]                            0.002107858086711919                              
[0.06335961799082537]                             0.009844623605213314                              
[0.1412275563575613]                              0.018356251297830636                              
[0.22824112476926908]                             0.0217980816679824                                
[0.30340785982389495]                             0.017442937632920534                              

S111 
[0.9218919995504568, 0.012246495304320145]        0.004580184732025671                              
[0.8312980932156746, 0.011504714126525635]        0.00635417472800338                               
[0.7102229774124114, 0.01063120722926633]         0.007259542045834153                              
[0.5694233073810689, 0.009525945099009043]        0.00716876710291587                               
[0.7897017244241717, 0.05949037148206663]         0.01355917191509411                               
[0.6775364637714031, 0.054918391270323524]        0.015450293005783924                              
[0.546296726901285, 0.049287734529741244]         0.015375073075938162                              
[0.6203569904938341, 0.13004721876030248]         0.02051706701351256                               
[0.5062006294660739, 0.1169959416141397]          0.02047648594216815                               
[0.4525987524762661, 0.20559103655747255]         0.021151030960061254                              
