centroid       numS31         numS22         numS211        numS1111       
true (1)       16 (4)         8 (6)          84 (12)        56 (24)        

x                        y                        z                        w                        
-0.9925520139010832      -0.9925520139010832      0.9776560417032498       0.0000073015447722       
-0.9925520139010832      0.9776560417032498       -0.9925520139010832      0.0000073015447722       
-0.9925520139010832      -0.9925520139010832      -0.9925520139010832      0.0000073015447722       
0.9776560417032498       -0.9925520139010832      -0.9925520139010832      0.0000073015447722       
-0.3349999213889571      -0.3349999213889571      -0.9950002358331286      0.0001675623704613       
-0.3349999213889571      -0.9950002358331286      -0.3349999213889571      0.0001675623704613       
-0.3349999213889571      -0.3349999213889571      -0.3349999213889571      0.0001675623704613       
-0.9950002358331286      -0.3349999213889571      -0.3349999213889571      0.0001675623704613       
-0.9530807875871951      -0.9530807875871951      0.8592423627615851       0.0001428066556718       
-0.9530807875871951      0.8592423627615851       -0.9530807875871951      0.0001428066556718       
-0.9530807875871951      -0.9530807875871951      -0.9530807875871951      0.0001428066556718       
0.8592423627615849       -0.9530807875871951      -0.9530807875871951      0.0001428066556718       
-0.3416892545565122      -0.3416892545565122      -0.9749322363304636      0.0003485852118353       
-0.3416892545565122      -0.9749322363304636      -0.3416892545565122      0.0003485852118353       
-0.3416892545565122      -0.3416892545565122      -0.3416892545565122      0.0003485852118353       
-0.9749322363304636      -0.3416892545565122      -0.3416892545565122      0.0003485852118353       
-0.8916599056311298      -0.8916599056311298      0.6749797168933895       0.0004616223259892       
-0.8916599056311298      0.6749797168933895       -0.8916599056311298      0.0004616223259892       
-0.8916599056311298      -0.8916599056311298      -0.8916599056311298      0.0004616223259892       
0.6749797168933895       -0.8916599056311298      -0.8916599056311298      0.0004616223259892       
-0.3529526301530922      -0.3529526301530922      -0.9411421095407234      0.0005188496395923       
-0.3529526301530922      -0.9411421095407234      -0.3529526301530922      0.0005188496395923       
-0.3529526301530922      -0.3529526301530922      -0.3529526301530922      0.0005188496395923       
-0.9411421095407234      -0.3529526301530922      -0.3529526301530922      0.0005188496395923       
-0.8123984472814280      -0.8123984472814280      0.4371953418442840       0.0008393904277271       
-0.8123984472814280      0.4371953418442841       -0.8123984472814280      0.0008393904277271       
-0.8123984472814280      -0.8123984472814280      -0.8123984472814280      0.0008393904277271       
0.4371953418442841       -0.8123984472814280      -0.8123984472814280      0.0008393904277271       
-0.3695000756334000      -0.3695000756334000      -0.8914997730998002      0.0006294661424594       
-0.3695000756334000      -0.8914997730998002      -0.3695000756334000      0.0006294661424594       
-0.3695000756334000      -0.3695000756334000      -0.3695000756334000      0.0006294661424594       
-0.8914997730998002      -0.3695000756334000      -0.3695000756334000      0.0006294661424594       
-0.7306444698773648      -0.7306444698773648      0.1919334096320944       0.0011761109112851       
-0.7306444698773648      0.1919334096320944       -0.7306444698773649      0.0011761109112851       
-0.7306444698773648      -0.7306444698773648      -0.7306444698773648      0.0011761109112851       
