centroid       numS31         numS22         numS211        numS1111       
true (1)       20 (4)         10 (6)         135 (12)       120 (24)       

x                        y                        z                        w                        
-0.9947977964964960      -0.9947977964964960      0.9843933894894876       0.0000024236424649       
-0.9947977964964960      0.9843933894894876       -0.9947977964964960      0.0000024236424649       
-0.9947977964964960      -0.9947977964964960      -0.9947977964964960      0.0000024236424649       
0.9843933894894876       -0.9947977964964960      -0.9947977964964960      0.0000024236424649       
-0.3343374980899486      -0.3343374980899486      -0.9969875057301540      0.0000719598695392       
-0.3343374980899486      -0.9969875057301540      -0.3343374980899486      0.0000719598695392       
-0.3343374980899486      -0.3343374980899486      -0.3343374980899486      0.0000719598695392       
-0.9969875057301540      -0.3343374980899486      -0.3343374980899486      0.0000719598695392       
-0.9690284960692576      -0.9690284960692576      0.9070854882077728       0.0000416460608405       
-0.9690284960692576      0.9070854882077730       -0.9690284960692576      0.0000416460608405       
-0.9690284960692576      -0.9690284960692576      -0.9690284960692576      0.0000416460608405       
0.9070854882077730       -0.9690284960692576      -0.9690284960692576      0.0000416460608405       
-0.3388236864974649      -0.3388236864974649      -0.9835289405076054      0.0001535242371805       
-0.3388236864974649      -0.9835289405076054      -0.3388236864974649      0.0001535242371805       
-0.3388236864974649      -0.3388236864974649      -0.3388236864974649      0.0001535242371805       
-0.9835289405076054      -0.3388236864974649      -0.3388236864974649      0.0001535242371805       
-0.9255058293042910      -0.9255058293042910      0.7765174879128727       0.0001541053794873       
-0.9255058293042910      0.7765174879128727       -0.9255058293042908      0.0001541053794873       
-0.9255058293042910      -0.9255058293042910      -0.9255058293042910      0.0001541053794873       
0.7765174879128726       -0.9255058293042910      -0.9255058293042910      0.0001541053794873       
-0.3465172057078146      -0.3465172057078146      -0.9604483828765562      0.0002315006910383       
-0.3465172057078146      -0.9604483828765562      -0.3465172057078146      0.0002315006910383       
-0.3465172057078146      -0.3465172057078146      -0.3465172057078146      0.0002315006910383       
-0.9604483828765562      -0.3465172057078146      -0.3465172057078146      0.0002315006910383       
-0.8685882091301925      -0.8685882091301925      0.6057646273905775       0.0003171883138609       
-0.8685882091301925      0.6057646273905773       -0.8685882091301925      0.0003171883138609       
-0.8685882091301925      -0.8685882091301925      -0.8685882091301925      0.0003171883138609       
0.6057646273905773       -0.8685882091301925      -0.8685882091301925      0.0003171883138609       
-0.3575706244238084      -0.3575706244238084      -0.9272881267285750      0.0002929553419545       
-0.3575706244238084      -0.9272881267285750      -0.3575706244238084      0.0002929553419545       
-0.3575706244238084      -0.3575706244238084      -0.3575706244238084      0.0002929553419545       
-0.9272881267285750      -0.3575706244238084      -0.3575706244238084      0.0002929553419545       
-0.8030778585037419      -0.8030778585037419      0.4092335755112257       0.0004875100044337       
-0.8030778585037419      0.4092335755112258       -0.8030778585037419      0.0004875100044337       
-0.8030778585037419      -0.8030778585037419      -0.8030778585037419      0.0004875100044337       
0.4092335755112258       -0.8030778585037419      -0.8030778585037419      0.0004875100044337       
-0.3711616934436821      -0.3711616934436821      -0.8865149196689537      0.0003482708702689       
-0.3711616934436821      -0.8865149196689537      -0.3711616934436821      0.0003482708702689       
-0.3711616934436821      -0.3711616934436821      -0.3711616934436821      0.0003482708702689       
-0.8865149196689537      -0.3711616934436821      -0.3711616934436821      0.0003482708702689       
-0.7358526442245658      -0.7358526442245658      0.2075579326736972       0.0006241784162422       
-0.7358526442245658      0.2075579326736971       -0.7358526442245656      0.0006241784162422       
-0.7358526442245658      -0.7358526442245658      -0.7358526442245658      0.0006241784162422       
0.2075579326736971       -0.7358526442245658      -0.7358526442245658      0.0006241784162422       
-0.3881543912086956      -0.3881543912086956      -0.8355368263739134      0.0003688757378332       
-0.3881543912086956      -0.8355368263739134      -0.3881543912086956      0.0003688757378332       
-0.3881543912086956      -0.3881543912086956      -0.3881543912086956      0.0003688757378332       
-0.8355368263739134      -0.3881543912086956      -0.3881543912086956      0.0003688757378332       
-0.6723139878193972      -0.6723139878193972      0.0169419634581918       0.0006511899764666       
-0.6723139878193972      0.0169419634581918       -0.6723139878193973      0.0006511899764666       
-0.6723139878193972      -0.6723139878193972      -0.6723139878193972      0.0006511899764666       
0.0169419634581918       -0.6723139878193972      -0.6723139878193972      0.0006511899764666       
-0.4064194473117728      -0.4064194473117728      -0.7807416580646818      0.0003847081213780       
-0.4064194473117728      -0.7807416580646818      -0.4064194473117728      0.0003847081213780       
-0.4064194473117728      -0.4064194473117728      -0.4064194473117728      0.0003847081213780       
-0.7807416580646818      -0.4064194473117728      -0.4064194473117728      0.0003847081213780       
-0.6171548238264065      -0.6171548238264065      -0.1485355285207806      0.0005580993302172       
-0.6171548238264065      -0.1485355285207806      -0.6171548238264064      0.0005580993302172       
-0.6171548238264065      -0.6171548238264065      -0.6171548238264065      0.0005580993302172       
-0.1485355285207806      -0.6171548238264065      -0.6171548238264065      0.0005580993302172       
-0.4271310469655550      -0.4271310469655550      -0.7186068591033350      0.0003613775908410       
-0.4271310469655550      -0.7186068591033350      -0.4271310469655550      0.0003613775908410       
-0.4271310469655550      -0.4271310469655550      -0.4271310469655550      0.0003613775908410       
-0.7186068591033350      -0.4271310469655550      -0.4271310469655550      0.0003613775908410       
-0.5704543760436223      -0.5704543760436223      -0.2886368718691332      0.0004006673558000       
-0.5704543760436223      -0.2886368718691332      -0.5704543760436223      0.0004006673558000       
-0.5704543760436223      -0.5704543760436223      -0.5704543760436223      0.0004006673558000       
-0.2886368718691332      -0.5704543760436223      -0.5704543760436223      0.0004006673558000       
-0.4487361470344955      -0.4487361470344955      -0.6537915588965135      0.0003687678338341       
-0.4487361470344955      -0.6537915588965135      -0.4487361470344955      0.0003687678338341       
-0.4487361470344955      -0.4487361470344955      -0.4487361470344955      0.0003687678338341       
-0.6537915588965135      -0.4487361470344955      -0.4487361470344955      0.0003687678338341       
-0.5320981397640493      -0.5320981397640493      -0.4037055807078520      0.0003917309541187       
-0.5320981397640493      -0.4037055807078520      -0.5320981397640493      0.0003917309541187       
-0.5320981397640493      -0.5320981397640493      -0.5320981397640493      0.0003917309541187       
-0.4037055807078520      -0.5320981397640493      -0.5320981397640493      0.0003917309541187       
-0.4740963583292663      -0.4740963583292663      -0.5777109250122010      0.0004253522266027       
-0.4740963583292663      -0.5777109250122010      -0.4740963583292663      0.0004253522266027       
-0.4740963583292663      -0.4740963583292663      -0.4740963583292663      0.0004253522266027       
-0.5777109250122010      -0.4740963583292663      -0.4740963583292663      0.0004253522266027       
-0.0041559932635193      -0.9958440067364805      -0.9958440067364805      0.0000169135970456       
-0.9958440067364805      -0.0041559932635193      -0.9958440067364805      0.0000169135970456       
-0.9958440067364805      -0.9958440067364805      -0.0041559932635193      0.0000169135970456       
