centroid  numS21    numS111   
true      11        19        

S1 
[0.3333333333333333]                              0.01785188339016202                               

S21 
[0.006059574844418062]                            0.0004804108356811401                             
[0.029977892147237388]                            0.002330063152074753                              
[0.07288918445102374]                             0.004804671152901115                              
[0.11758751968582674]                             0.008570369204321138                              
[0.167459139010175]                               0.01233348159698958                               
[0.276745415285848]                               0.017199448645215734                              
[0.4982363526520708]                              0.002012062106244424                              
[0.48758548458399725]                             0.0067265882778458855                             
[0.4640850162944804]                              0.01072991736022155                               
[0.4305802508553514]                              0.01421378709059413                               
[0.3847975782327182]                              0.016819481109878805                              

S111 
[0.9628543146531447, 0.005645743533717618]        0.001019671549354179                              
[0.9182682465386, 0.00612348215812709]            0.0016475772988072616                             
[0.8617006892922646, 0.0012248028614606637]       0.0008526304206812149                             
[0.6941860230205209, 0.0010596100337220138]       0.00117711412019026                               
[0.5946219904430727, 0.006816127596241367]        0.00332902329516153                               
[0.8953359474321824, 0.031104271025829577]        0.0035820052646760425                             
[0.8454293222794823, 0.01869575431218356]         0.003962997155284389                              
[0.7797525261958227, 0.007060435180222329]        0.0030207958016673473                             
[0.6843413218823428, 0.019510265627862896]        0.00551328338828081                               
[0.5900722348961469, 0.028807139592309322]        0.004021689323640641                              
[0.811395827134885, 0.05777886103358268]          0.0063878924912195555                             
[0.7551434912020727, 0.03752584277839584]         0.006713943356896859                              
[0.6524215870004331, 0.06267394664465126]         0.009750607860726524                              
[0.5637914273230499, 0.05060849214266851]         0.0063919027156144                                
[0.7157433518813694, 0.09083773342805518]         0.009765532633786668                              
[0.6138409040464428, 0.1292194143077017]          0.012249554890700726                              
[0.5429513861387751, 0.10291217218350429]         0.012207733884158705                              
[0.5577403498880479, 0.2008397723594092]          0.009364247117358216                              
[0.49388026315859607, 0.1800587376726426]         0.014623009934116858                              
