centroid  numS21    numS111   
true      8         16        

S1 
[0.3333333333333333]                              0.022063759098076986                              

S21 
[0.036787217361109494]                            0.0034067611286856944                             
[0.15065349224807778]                             0.012816852718031234                              
[0.2083693575087536]                              0.017871318200148242                              
[0.27109491902420824]                             0.020946544530337778                              
[0.49592651673688726]                             0.005065016113845072                              
[0.47594752004368884]                             0.011987392273357328                              
[0.43963889664724004]                             0.017350403707251497                              
[0.3909609838915737]                              0.020890407952345598                              

S111 
[0.9841231432524381, 0.006869287015571699]        0.00041331248379960345                            
[0.9515028894805054, 0.007068574697395927]        0.0016617744634645723                             
[0.8933816780181019, 0.007729476828489078]        0.0027057403663468906                             
[0.8184281169749932, 0.001661654969609655]        0.001442528427414412                              
[0.7204312038073153, 0.010065530743015279]        0.005104431822333162                              
[0.5943495822937999, 0.0232675931295462]          0.008088003957348724                              
[0.6236032420427361, 0.0010468464163693734]       0.0016977238886455507                             
[0.8721952045178035, 0.03935392431376943]         0.005303808862639735                              
[0.8062866615251626, 0.02486721189141853]         0.00643179674848162                               
[0.7265147043858456, 0.052901121626613215]        0.005597674384694196                              
[0.667999565379611, 0.045841454037644946]         0.008022092897368114                              
[0.8115400862392158, 0.07559066828618985]         0.0056476788483089905                             
[0.7512356324366272, 0.08231144075097882]         0.00785165369560536                               
[0.56082070015488, 0.08005078563810707]           0.014186681770275766                              
[0.6379716862653507, 0.11442547158733234]         0.01496051291211272                               
[0.5161384745239184, 0.1647677535870013]          0.01870660964281317                               
