centroid    numS21      numS111     
true (1)    12 (3)      15 (6)      

x                        y                        w                        
-0.9842358113161570      0.9684716226323140       0.0016279094959035       
-0.9842358113161570      -0.9842358113161570      0.0016279094959035       
0.9684716226323142       -0.9842358113161570      0.0016279094959035       
-0.9211996344154594      0.8423992688309190       0.0077865179786686       
-0.9211996344154594      -0.9211996344154594      0.0077865179786686       
0.8423992688309189       -0.9211996344154594      0.0077865179786686       
-0.8200336482217064      0.6400672964434129       0.0160548947952425       
-0.8200336482217064      -0.8200336482217064      0.0160548947952425       
0.6400672964434128       -0.8200336482217064      0.0160548947952425       
-0.6947850230134975      0.3895700460269952       0.0231408314916794       
-0.6947850230134975      -0.6947850230134975      0.0231408314916794       
0.3895700460269951       -0.6947850230134975      0.0231408314916794       
-0.5591535038554412      0.1183070077108823       0.0274266019383571       
-0.5591535038554412      -0.5591535038554412      0.0274266019383571       
0.1183070077108823       -0.5591535038554412      0.0274266019383571       
-0.4368898415980049      -0.1262203168039902      0.0270044014109934       
-0.4368898415980049      -0.4368898415980049      0.0270044014109934       
-0.1262203168039902      -0.4368898415980049      0.0270044014109934       
-0.0042334826095285      -0.9915330347809430      0.0051797058493530       
-0.0042334826095285      -0.0042334826095285      0.0051797058493530       
-0.9915330347809430      -0.0042334826095285      0.0051797058493530       
-0.0244681335535937      -0.9510637328928127      0.0134969778970774       
-0.0244681335535937      -0.0244681335535937      0.0134969778970774       
-0.9510637328928127      -0.0244681335535937      0.0134969778970774       
-0.0633696350105669      -0.8732607299788662      0.0207733551928937       
-0.0633696350105669      -0.0633696350105670      0.0207733551928937       
-0.8732607299788662      -0.0633696350105670      0.0207733551928937       
-0.1182156914398410      -0.7635686171203180      0.0250379627960394       
-0.1182156914398410      -0.1182156914398411      0.0250379627960394       
-0.7635686171203180      -0.1182156914398411      0.0250379627960394       
-0.1823101394368338      -0.6353797211263323      0.0247235352857441       
-0.1823101394368338      -0.1823101394368338      0.0247235352857441       
-0.6353797211263323      -0.1823101394368338      0.0247235352857441       
-0.2526391157109284      -0.4947217685781431      0.0246002666806734       
-0.2526391157109284      -0.2526391157109284      0.0246002666806734       
-0.4947217685781431      -0.2526391157109284      0.0246002666806734       
-0.9849118201526228      -0.9178690218958468      0.0035463953082331       
0.9027808420484696       -0.9178690218958468      0.0035463953082331       
0.9027808420484696       -0.9849118201526228      0.0035463953082331       
-0.9849118201526228      0.9027808420484696       0.0035463953082331       
-0.9178690218958468      0.9027808420484696       0.0035463953082331       
-0.9178690218958468      -0.9849118201526228      0.0035463953082331       
-0.9857974863777874      -0.8022478821805259      0.0050303002000009       
0.7880453685583133       -0.8022478821805259      0.0050303002000009       
0.7880453685583133       -0.9857974863777874      0.0050303002000009       
-0.9857974863777874      0.7880453685583133       0.0050303002000009       
-0.8022478821805260      0.7880453685583133       0.0050303002000009       
-0.8022478821805259      -0.9857974863777874      0.0050303002000009       
-0.9866051260816754      -0.6436810511473916      0.0060756352360227       
0.6302861772290671       -0.6436810511473916      0.0060756352360227       
0.6302861772290671       -0.9866051260816754      0.0060756352360227       
-0.9866051260816754      0.6302861772290671       0.0060756352360227       
-0.6436810511473916      0.6302861772290671       0.0060756352360227       
-0.6436810511473916      -0.9866051260816754      0.0060756352360227       
-0.9878845271967238      -0.4506532428899648      0.0064185355058103       
0.4385377700866886       -0.4506532428899648      0.0064185355058103       
0.4385377700866886       -0.9878845271967238      0.0064185355058103       
-0.9878845271967238      0.4385377700866886       0.0064185355058103       
-0.4506532428899649      0.4385377700866886       0.0064185355058103       
-0.4506532428899649      -0.9878845271967238      0.0064185355058103       
-0.9877264775421088      -0.2343767224636852      0.0070158403123645       
0.2221032000057940       -0.2343767224636852      0.0070158403123645       
0.2221032000057940       -0.9877264775421088      0.0070158403123645       
-0.9877264775421090      0.2221032000057941       0.0070158403123645       
-0.2343767224636852      0.2221032000057941       0.0070158403123645       
-0.2343767224636852      -0.9877264775421088      0.0070158403123645       
-0.9257190128601940      -0.8096162237500426      0.0111271668585067       
0.7353352366102366       -0.8096162237500426      0.0111271668585067       
0.7353352366102366       -0.9257190128601940      0.0111271668585067       
-0.9257190128601940      0.7353352366102366       0.0111271668585067       
-0.8096162237500426      0.7353352366102366       0.0111271668585067       
-0.8096162237500426      -0.9257190128601940      0.0111271668585067       
-0.9301198249679030      -0.6557397459623571      0.0134330288233002       
0.5858595709302601       -0.6557397459623571      0.0134330288233002       
0.5858595709302601       -0.9301198249679030      0.0134330288233002       
-0.9301198249679030      0.5858595709302601       0.0134330288233002       
-0.6557397459623571      0.5858595709302601       0.0134330288233002       
-0.6557397459623571      -0.9301198249679030      0.0134330288233002       
-0.9362429497808228      -0.4669907812569314      0.0144941181572834       
0.4032337310377543       -0.4669907812569314      0.0144941181572834       
0.4032337310377543       -0.9362429497808228      0.0144941181572834       
-0.9362429497808228      0.4032337310377543       0.0144941181572834       
-0.4669907812569314      0.4032337310377543       0.0144941181572834       
-0.4669907812569314      -0.9362429497808228      0.0144941181572834       
-0.9371312147404580      -0.2553784379166335      0.0151304051229956       
0.1925096526570915       -0.2553784379166335      0.0151304051229956       
0.1925096526570915       -0.9371312147404580      0.0151304051229956       
-0.9371312147404580      0.1925096526570915       0.0151304051229956       
-0.2553784379166335      0.1925096526570915       0.0151304051229956       
-0.2553784379166335      -0.9371312147404580      0.0151304051229956       
-0.8313864492433631      -0.6732340961546845      0.0193523460851014       
0.5046205453980477       -0.6732340961546845      0.0193523460851014       
0.5046205453980477       -0.8313864492433631      0.0193523460851014       
-0.8313864492433632      0.5046205453980477       0.0193523460851014       
-0.6732340961546844      0.5046205453980477       0.0193523460851014       
-0.6732340961546845      -0.8313864492433631      0.0193523460851014       
-0.8445508258044503      -0.4918568947069706      0.0212897068446645       
0.3364077205114210       -0.4918568947069706      0.0212897068446645       
0.3364077205114208       -0.8445508258044502      0.0212897068446645       
-0.8445508258044502      0.3364077205114208       0.0212897068446645       
-0.4918568947069707      0.3364077205114208       0.0212897068446645       
-0.4918568947069707      -0.8445508258044502      0.0212897068446645       
-0.8523234271128952      -0.2872493306224757      0.0209143079681614       
0.1395727577353709       -0.2872493306224757      0.0209143079681614       
0.1395727577353709       -0.8523234271128952      0.0209143079681614       
-0.8523234271128952      0.1395727577353709       0.0209143079681614       
-0.2872493306224757      0.1395727577353709       0.0209143079681614       
-0.2872493306224757      -0.8523234271128952      0.0209143079681614       
-0.7163000596053077      -0.5260668274715827      0.0256091893243988       
0.2423668870768904       -0.5260668274715827      0.0256091893243988       
0.2423668870768904       -0.7163000596053077      0.0256091893243988       
-0.7163000596053077      0.2423668870768904       0.0256091893243988       
-0.5260668274715827      0.2423668870768904       0.0256091893243988       
-0.5260668274715827      -0.7163000596053077      0.0256091893243988       
-0.7392217901439764      -0.3314135067779154      0.0248068744105669       
0.0706352969218917       -0.3314135067779154      0.0248068744105669       
0.0706352969218918       -0.7392217901439764      0.0248068744105669       
